Team_x,Year,Rk,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,Playoffs,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Successful,Arena,Attend.,Attend./G,Lost To,Round made it to,Team_y,Lost to Rk,Lost to Age,Lost to W,Lost to L,Lost to PW,Lost to PL,Lost to MOV,Lost to SOS,Lost to SRS,Lost to ORtg,Lost to DRtg,Lost to NRtg,Lost to Pace,Lost to FTr,Lost to 3PAr,Lost to TS%,Lost to eFG%,Lost to TOV%,Lost to ORB%,Lost to FT/FGA,Lost to Playoffs,Lost to eFG%.1,Lost to TOV%.1,Lost to DRB%,Lost to FT/FGA.1,Lost to Successful,Lost to Arena,Lost to Attend.,Lost to Attend./G,Lost to Round made it to,Difference NRtg,Difference W,Difference MOV,Difference Pace,Difference ORtg,Difference DRtg,Difference Age,Difference TS%
Los Angeles Lakers,2017,30,25.1,26,56,24,58,-6.88,0.58,-6.29,106.0,113.0,-7.0,98.5,0.259,0.295,0.537,0.501,13.5,25.0,0.195,,0.542,13.0,75.8,0.213,0,STAPLES Center,"776,917","18,949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Rockets,2018,1,29.8,65,17,61,21,8.48,-0.27,8.21,114.7,106.1,8.6,97.6,0.298,0.502,0.59,0.551,12.7,21.3,0.233,1.0,0.521,13.4,79.9,0.171,1,Toyota Center,"732,722","17,871",Golden State Warriors,Conference Finals,Golden State Warriors,3.0,28.8,58.0,24.0,56.0,26.0,5.98,-0.19,5.79,113.6,107.6,6.0,99.6,0.239,0.339,0.603,0.569,14.1,21.0,0.195,1.0,0.504,12.6,76.3,0.186,1.0,Oracle Arena,"803,436","19,596",NBA Champion,-2.5999999999999996,-7.0,-2.5,2.0,-1.1000000000000085,1.5,-1.0,0.013000000000000012
Toronto Raptors,2018,2,25.8,59,23,60,22,7.78,-0.49,7.29,113.8,105.9,7.9,97.4,0.25,0.377,0.575,0.539,12.1,23.0,0.198,1.0,0.501,13.0,77.7,0.212,0,Air Canada Centre,"813,431","19,840",Cleveland Cavaliers,Conference Semifinals,Cleveland Cavaliers,14.0,30.6,50.0,32.0,43.0,39.0,0.94,-0.35,0.59,112.9,111.9,1.0,98.0,0.275,0.379,0.584,0.547,12.6,20.1,0.214,1.0,0.54,12.2,77.3,0.166,1.0,Quicken Loans Arena,"843,042","20,562",Finals,-6.9,-9.0,-6.84,0.5999999999999943,-0.8999999999999915,6.0,4.800000000000001,0.009000000000000008
Golden State Warriors,2018,3,28.8,58,24,56,26,5.98,-0.19,5.79,113.6,107.6,6.0,99.6,0.239,0.339,0.603,0.569,14.1,21.0,0.195,1.0,0.504,12.6,76.3,0.186,1,Oracle Arena,"803,436","19,596",,NBA Champion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Jazz,2018,4,26.7,48,34,53,29,4.3,0.17,4.47,108.4,103.9,4.5,95.7,0.26,0.357,0.564,0.527,13.7,21.5,0.202,1.0,0.506,14.0,79.8,0.19,0,Vivint Smart Home Arena,"734,806","17,922",Houston Rockets,Conference Semifinals,Houston Rockets,1.0,29.8,65.0,17.0,61.0,21.0,8.48,-0.27,8.21,114.7,106.1,8.6,97.6,0.298,0.502,0.59,0.551,12.7,21.3,0.233,1.0,0.521,13.4,79.9,0.171,1.0,Toyota Center,"732,722","17,871",Conference Finals,4.1,17.0,4.180000000000001,1.8999999999999915,6.299999999999997,2.1999999999999886,3.1000000000000014,0.026000000000000023
Philadelphia 76ers,2018,5,25.8,52,30,53,29,4.5,-0.2,4.3,109.5,105.0,4.5,99.8,0.263,0.344,0.568,0.535,14.6,25.3,0.198,1.0,0.492,12.6,78.6,0.218,0,Wells Fargo Center,"833,503","20,361",Boston Celtics,Conference Semifinals,Boston Celtics,6.0,24.7,55.0,27.0,51.0,31.0,3.59,-0.35,3.23,107.6,103.9,3.7,96.0,0.243,0.357,0.552,0.518,13.0,21.5,0.188,1.0,0.495,13.0,78.4,0.191,1.0,TD Garden,"763,584","18,624",Conference Finals,-0.7999999999999998,3.0,-0.9100000000000001,-3.799999999999997,-1.9000000000000057,-1.0999999999999943,-1.1000000000000014,-0.015999999999999903
Boston Celtics,2018,6,24.7,55,27,51,31,3.59,-0.35,3.23,107.6,103.9,3.7,96.0,0.243,0.357,0.552,0.518,13.0,21.5,0.188,1.0,0.495,13.0,78.4,0.191,1,TD Garden,"763,584","18,624",Cleveland Cavaliers,Conference Finals,Cleveland Cavaliers,14.0,30.6,50.0,32.0,43.0,39.0,0.94,-0.35,0.59,112.9,111.9,1.0,98.0,0.275,0.379,0.584,0.547,12.6,20.1,0.214,1.0,0.54,12.2,77.3,0.166,1.0,Quicken Loans Arena,"843,042","20,562",Finals,-2.7,-5.0,-2.65,2.0,5.300000000000011,8.0,5.900000000000002,0.03199999999999992
Oklahoma City Thunder,2018,7,27.3,48,34,50,32,3.41,0.0,3.42,110.7,107.2,3.5,96.7,0.275,0.345,0.546,0.514,12.4,27.7,0.197,1.0,0.525,14.7,77.4,0.193,0,Chesapeake Energy Arena,"746,322","18,203",Utah Jazz,Conference First Round,Utah Jazz,4.0,26.7,48.0,34.0,53.0,29.0,4.3,0.17,4.47,108.4,103.9,4.5,95.7,0.26,0.357,0.564,0.527,13.7,21.5,0.202,1.0,0.506,14.0,79.8,0.19,0.0,Vivint Smart Home Arena,"734,806","17,922",Conference Semifinals,1.0,0.0,0.8899999999999997,-1.0,-2.299999999999997,-3.299999999999997,-0.6000000000000014,0.017999999999999905
San Antonio Spurs,2018,8,29.3,47,35,49,33,2.89,0.0,2.89,107.9,104.8,3.1,95.0,0.245,0.282,0.543,0.507,12.2,23.7,0.189,1.0,0.507,13.2,78.6,0.17,0,AT&T Center,"754,562","18,404",Golden State Warriors,Conference First Round,Golden State Warriors,3.0,28.8,58.0,24.0,56.0,26.0,5.98,-0.19,5.79,113.6,107.6,6.0,99.6,0.239,0.339,0.603,0.569,14.1,21.0,0.195,1.0,0.504,12.6,76.3,0.186,1.0,Oracle Arena,"803,436","19,596",NBA Champion,2.9,11.0,3.0900000000000003,4.599999999999994,5.699999999999989,2.799999999999997,-0.5,0.05999999999999994
Portland Trail Blazers,2018,9,25.6,49,33,48,34,2.6,0.0,2.6,109.1,106.4,2.7,96.5,0.24,0.324,0.549,0.511,12.3,23.3,0.192,1.0,0.503,11.7,79.1,0.193,0,Moda Center,"795,750","19,409",New Orleans Pelicans,Conference First Round,New Orleans Pelicans,13.0,27.6,48.0,34.0,44.0,38.0,1.3,0.18,1.48,109.6,108.3,1.3,100.5,0.237,0.319,0.573,0.541,13.3,20.0,0.183,1.0,0.513,12.5,76.7,0.175,0.0,Smoothie King Center,"673,920","16,437",Conference Semifinals,-1.4000000000000001,-1.0,-1.3,4.0,0.5,1.8999999999999915,2.0,0.02399999999999991
Minnesota Timberwolves,2018,10,27.1,47,35,47,35,2.23,0.12,2.35,113.4,111.1,2.3,96.0,0.28,0.261,0.566,0.523,11.4,24.4,0.225,1.0,0.539,13.9,76.4,0.189,0,Target Center,"699,308","17,056",Houston Rockets,Conference First Round,Houston Rockets,1.0,29.8,65.0,17.0,61.0,21.0,8.48,-0.27,8.21,114.7,106.1,8.6,97.6,0.298,0.502,0.59,0.551,12.7,21.3,0.233,1.0,0.521,13.4,79.9,0.171,1.0,Toyota Center,"732,722","17,871",Conference Finals,6.3,18.0,6.25,1.5999999999999943,1.2999999999999972,-5.0,2.6999999999999993,0.02400000000000002
Denver Nuggets,2018,11,25.1,46,36,45,37,1.48,0.09,1.57,112.5,111.0,1.5,96.8,0.258,0.357,0.57,0.536,13.4,25.7,0.198,,0.539,12.6,77.5,0.173,0,Pepsi Center,"702,796","17,141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana Pacers,2018,12,26.2,48,34,45,37,1.38,-0.2,1.18,109.5,108.1,1.4,96.0,0.222,0.284,0.557,0.525,12.3,22.7,0.173,1.0,0.527,14.2,76.2,0.174,0,Bankers Life Fieldhouse,"658,119","16,052",Cleveland Cavaliers,Conference First Round,Cleveland Cavaliers,14.0,30.6,50.0,32.0,43.0,39.0,0.94,-0.35,0.59,112.9,111.9,1.0,98.0,0.275,0.379,0.584,0.547,12.6,20.1,0.214,1.0,0.54,12.2,77.3,0.166,1.0,Quicken Loans Arena,"843,042","20,562",Finals,-0.3999999999999999,2.0,-0.43999999999999995,2.0,3.4000000000000057,3.8000000000000114,4.400000000000002,0.026999999999999913
New Orleans Pelicans,2018,13,27.6,48,34,44,38,1.3,0.18,1.48,109.6,108.3,1.3,100.5,0.237,0.319,0.573,0.541,13.3,20.0,0.183,1.0,0.513,12.5,76.7,0.175,0,Smoothie King Center,"673,920","16,437",Golden State Warriors,Conference Semifinals,Golden State Warriors,3.0,28.8,58.0,24.0,56.0,26.0,5.98,-0.19,5.79,113.6,107.6,6.0,99.6,0.239,0.339,0.603,0.569,14.1,21.0,0.195,1.0,0.504,12.6,76.3,0.186,1.0,Oracle Arena,"803,436","19,596",NBA Champion,4.7,10.0,4.680000000000001,-0.9000000000000057,4.0,-0.7000000000000028,1.1999999999999993,0.030000000000000027
Cleveland Cavaliers,2018,14,30.6,50,32,43,39,0.94,-0.35,0.59,112.9,111.9,1.0,98.0,0.275,0.379,0.584,0.547,12.6,20.1,0.214,1.0,0.54,12.2,77.3,0.166,1,Quicken Loans Arena,"843,042","20,562",Golden State Warriors,Finals,Golden State Warriors,3.0,28.8,58.0,24.0,56.0,26.0,5.98,-0.19,5.79,113.6,107.6,6.0,99.6,0.239,0.339,0.603,0.569,14.1,21.0,0.195,1.0,0.504,12.6,76.3,0.186,1.0,Oracle Arena,"803,436","19,596",NBA Champion,5.0,8.0,5.040000000000001,1.5999999999999943,0.6999999999999886,-4.300000000000011,-1.8000000000000007,0.019000000000000017
Washington Wizards,2018,15,26.9,43,39,43,39,0.59,-0.06,0.53,109.3,108.7,0.6,96.6,0.254,0.31,0.56,0.525,13.3,23.5,0.196,1.0,0.522,13.6,77.1,0.212,0,Capital One Arena,"739,302","18,032",Toronto Raptors,Conference First Round,Toronto Raptors,2.0,25.8,59.0,23.0,60.0,22.0,7.78,-0.49,7.29,113.8,105.9,7.9,97.4,0.25,0.377,0.575,0.539,12.1,23.0,0.198,1.0,0.501,13.0,77.7,0.212,0.0,Air Canada Centre,"813,431","19,840",Conference Semifinals,7.300000000000001,16.0,7.19,0.8000000000000114,4.5,-2.799999999999997,-1.0999999999999979,0.014999999999999902
Miami Heat,2018,16,26.5,44,38,42,40,0.48,-0.33,0.15,106.8,106.3,0.5,95.6,0.229,0.358,0.551,0.52,13.3,21.5,0.173,1.0,0.507,13.1,79.0,0.215,0,AmericanAirlines Arena,"804,850","19,630",Philadelphia 76ers,Conference First Round,Philadelphia 76ers,5.0,25.8,52.0,30.0,53.0,29.0,4.5,-0.2,4.3,109.5,105.0,4.5,99.8,0.263,0.344,0.568,0.535,14.6,25.3,0.198,1.0,0.492,12.6,78.6,0.218,0.0,Wells Fargo Center,"833,503","20,361",Conference Semifinals,4.0,8.0,4.02,4.200000000000003,2.700000000000003,-1.2999999999999972,-0.6999999999999993,0.016999999999999904
Charlotte Hornets,2018,17,26.6,36,46,42,40,0.26,-0.19,0.07,109.4,109.1,0.3,98.4,0.312,0.314,0.549,0.508,11.4,22.2,0.233,,0.532,12.4,80.7,0.165,0,Spectrum Center,"671,404","16,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Clippers,2018,18,27.0,42,40,41,41,0.04,0.11,0.15,110.3,110.2,0.1,98.7,0.299,0.314,0.564,0.527,13.2,23.5,0.222,,0.52,12.6,76.1,0.203,0,STAPLES Center,"697,812","17,020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detroit Pistons,2018,19,25.9,39,43,41,41,-0.15,-0.11,-0.26,107.2,107.3,-0.1,96.2,0.227,0.333,0.543,0.512,12.3,22.7,0.169,,0.524,13.7,78.5,0.172,0,Little Caesars Arena,"713,945","17,413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee Bucks,2018,20,25.9,44,38,40,42,-0.3,-0.15,-0.45,109.8,110.1,-0.3,96.2,0.281,0.297,0.571,0.531,12.9,20.4,0.22,1.0,0.528,14.2,75.9,0.22,0,BMO Harris Bradley Center,"685,303","16,856",Boston Celtics,Conference First Round,Boston Celtics,6.0,24.7,55.0,27.0,51.0,31.0,3.59,-0.35,3.23,107.6,103.9,3.7,96.0,0.243,0.357,0.552,0.518,13.0,21.5,0.188,1.0,0.495,13.0,78.4,0.191,1.0,TD Garden,"763,584","18,624",Conference Finals,4.0,11.0,3.8899999999999997,-0.20000000000000284,-2.200000000000003,-6.199999999999989,-1.1999999999999993,-0.018999999999999906
Los Angeles Lakers,2018,21,23.7,35,47,37,45,-1.55,0.11,-1.44,106.5,108.0,-1.5,100.3,0.264,0.329,0.548,0.517,13.8,23.6,0.188,,0.514,12.5,77.7,0.19,0,STAPLES Center,"776,327","18,935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Mavericks,2018,22,27.7,24,58,33,49,-3.04,0.34,-2.7,106.3,109.5,-3.2,95.6,0.217,0.382,0.544,0.513,11.6,18.0,0.166,,0.532,12.9,78.9,0.193,0,American Airlines Center,"811,453","19,792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York Knicks,2018,23,26.3,29,53,32,50,-3.56,0.03,-3.53,107.1,110.7,-3.6,96.8,0.216,0.266,0.544,0.51,13.3,24.1,0.17,,0.522,12.2,76.7,0.208,0,Madison Square Garden (IV),"792,608","19,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn Nets,2018,24,25.1,28,54,31,51,-3.74,0.07,-3.67,106.9,110.6,-3.7,98.9,0.26,0.411,0.551,0.514,13.6,21.0,0.201,,0.517,11.0,77.0,0.201,0,Barclays Center,"640,010","15,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Magic,2018,25,25.6,25,57,28,54,-4.82,-0.1,-4.92,105.2,110.1,-4.9,98.1,0.238,0.342,0.545,0.512,13.3,20.0,0.18,,0.525,12.8,75.6,0.187,0,Amway Center,"734,531","17,915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Hawks,2018,26,25.4,24,58,27,55,-5.45,0.15,-5.3,105.0,110.6,-5.6,98.3,0.236,0.363,0.547,0.512,14.1,21.1,0.185,,0.536,13.6,76.2,0.183,0,Philips Arena,"590,769","14,409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis Grizzlies,2018,27,26.0,22,60,25,57,-6.21,0.39,-5.81,104.5,111.0,-6.5,94.9,0.255,0.317,0.539,0.5,14.0,22.4,0.201,,0.529,13.8,76.5,0.256,0,FedEx Forum,"653,863","15,948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Bulls,2018,28,24.4,27,55,23,59,-7.04,0.2,-6.84,103.8,110.9,-7.1,98.3,0.216,0.35,0.529,0.497,12.6,20.6,0.164,,0.542,12.4,80.6,0.184,0,United Center,"851,824","20,776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento Kings,2018,29,26.4,27,55,23,59,-6.99,0.39,-6.6,103.7,111.1,-7.4,94.9,0.194,0.278,0.529,0.502,12.8,21.5,0.143,,0.542,13.5,77.6,0.199,0,Golden 1 Center,"714,680","17,431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Suns,2018,30,23.7,21,61,19,63,-9.37,0.57,-8.8,103.5,112.8,-9.3,100.3,0.275,0.32,0.532,0.495,13.9,22.5,0.203,,0.533,11.9,76.5,0.212,0,Talking Stick Resort Arena,"690,576","16,843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee Bucks,2019,1,26.9,60,22,61,21,8.87,-0.82,8.04,113.8,105.2,8.6,103.3,0.255,0.419,0.583,0.55,12.0,20.8,0.197,1.0,0.503,11.5,80.3,0.162,1,Fiserv Forum,"721,692","17,602",Toronto Raptors,Conference Finals,Toronto Raptors,3.0,27.3,58.0,24.0,56.0,26.0,6.09,-0.6,5.49,113.1,107.1,6.0,100.2,0.247,0.379,0.579,0.543,12.4,21.9,0.198,1.0,0.509,13.1,77.1,0.19,1.0,Scotiabank Arena,"812,822","19,825",NBA Champion,-2.5999999999999996,-2.0,-2.7799999999999994,-3.0999999999999943,-0.7000000000000028,1.8999999999999915,0.40000000000000213,-0.0040000000000000036
Golden State Warriors,2019,2,28.4,57,25,56,26,6.46,-0.04,6.42,115.9,109.5,6.4,100.9,0.227,0.384,0.596,0.565,12.6,22.5,0.182,1.0,0.508,11.7,77.1,0.205,1,Oracle Arena,"803,436","19,596",Toronto Raptors,Finals,Toronto Raptors,3.0,27.3,58.0,24.0,56.0,26.0,6.09,-0.6,5.49,113.1,107.1,6.0,100.2,0.247,0.379,0.579,0.543,12.4,21.9,0.198,1.0,0.509,13.1,77.1,0.19,1.0,Scotiabank Arena,"812,822","19,825",NBA Champion,-0.40000000000000036,1.0,-0.3700000000000001,-0.7000000000000028,-2.8000000000000114,-2.4000000000000057,-1.0999999999999979,-0.017000000000000015
Toronto Raptors,2019,3,27.3,58,24,56,26,6.09,-0.6,5.49,113.1,107.1,6.0,100.2,0.247,0.379,0.579,0.543,12.4,21.9,0.198,1.0,0.509,13.1,77.1,0.19,1,Scotiabank Arena,"812,822","19,825",,NBA Champion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Jazz,2019,4,27.3,50,32,54,28,5.26,0.03,5.28,110.9,105.7,5.2,100.3,0.295,0.394,0.572,0.538,13.4,22.9,0.217,1.0,0.507,12.4,80.3,0.189,0,Vivint Smart Home Arena,"750,546","18,306",Houston Rockets,Conference First Round,Houston Rockets,5.0,29.2,53.0,29.0,53.0,29.0,4.77,0.19,4.96,115.5,110.7,4.8,97.9,0.279,0.519,0.581,0.542,12.0,22.8,0.221,1.0,0.525,13.4,74.4,0.21,0.0,Toyota Center,"740,392","18,058",Conference Semifinals,-0.40000000000000036,3.0,-0.4900000000000002,-2.3999999999999915,4.599999999999994,5.0,1.8999999999999986,0.009000000000000008
Houston Rockets,2019,5,29.2,53,29,53,29,4.77,0.19,4.96,115.5,110.7,4.8,97.9,0.279,0.519,0.581,0.542,12.0,22.8,0.221,1.0,0.525,13.4,74.4,0.21,0,Toyota Center,"740,392","18,058",Golden State Warriors,Conference Semifinals,Golden State Warriors,2.0,28.4,57.0,25.0,56.0,26.0,6.46,-0.04,6.42,115.9,109.5,6.4,100.9,0.227,0.384,0.596,0.565,12.6,22.5,0.182,1.0,0.508,11.7,77.1,0.205,1.0,Oracle Arena,"803,436","19,596",Finals,1.6000000000000005,4.0,1.6900000000000004,3.0,0.4000000000000057,-1.2000000000000028,-0.8000000000000007,0.015000000000000013
Boston Celtics,2019,6,25.7,49,33,52,30,4.44,-0.54,3.9,112.2,107.8,4.4,99.6,0.215,0.381,0.567,0.534,11.5,21.6,0.173,1.0,0.514,13.4,77.0,0.198,0,TD Garden,"763,584","18,624",Milwaukee Bucks,Conference Semifinals,Milwaukee Bucks,1.0,26.9,60.0,22.0,61.0,21.0,8.87,-0.82,8.04,113.8,105.2,8.6,103.3,0.255,0.419,0.583,0.55,12.0,20.8,0.197,1.0,0.503,11.5,80.3,0.162,1.0,Fiserv Forum,"721,692","17,602",Conference Finals,4.199999999999999,11.0,4.429999999999999,3.700000000000003,1.5999999999999943,-2.5999999999999943,1.1999999999999993,0.016000000000000014
Portland Trail Blazers,2019,7,26.2,53,29,51,31,4.2,0.24,4.43,114.7,110.5,4.2,99.1,0.258,0.339,0.568,0.528,12.1,26.6,0.21,1.0,0.516,11.0,77.9,0.195,1,Moda Center,"799,345","19,496",Golden State Warriors,Conference Finals,Golden State Warriors,2.0,28.4,57.0,25.0,56.0,26.0,6.46,-0.04,6.42,115.9,109.5,6.4,100.9,0.227,0.384,0.596,0.565,12.6,22.5,0.182,1.0,0.508,11.7,77.1,0.205,1.0,Oracle Arena,"803,436","19,596",Finals,2.2,4.0,2.26,1.8000000000000114,1.2000000000000028,-1.0,2.1999999999999993,0.028000000000000025
Denver Nuggets,2019,8,24.9,54,28,51,31,3.95,0.24,4.19,113.0,108.9,4.1,97.7,0.232,0.348,0.558,0.527,11.9,26.6,0.175,1.0,0.521,12.3,78.0,0.194,0,Pepsi Center,"756,457","18,450",Portland Trail Blazers,Conference Semifinals,Portland Trail Blazers,7.0,26.2,53.0,29.0,51.0,31.0,4.2,0.24,4.43,114.7,110.5,4.2,99.1,0.258,0.339,0.568,0.528,12.1,26.6,0.21,1.0,0.516,11.0,77.9,0.195,1.0,Moda Center,"799,345","19,496",Conference Finals,0.10000000000000053,-1.0,0.25,1.3999999999999915,1.7000000000000028,1.5999999999999943,1.3000000000000007,0.009999999999999898
Indiana Pacers,2019,9,27.0,48,34,50,32,3.33,-0.57,2.76,109.9,106.5,3.4,98.1,0.242,0.292,0.561,0.53,12.4,21.9,0.182,1.0,0.516,14.1,76.2,0.184,0,Bankers Life Fieldhouse,"689,310","16,812",Boston Celtics,Conference First Round,Boston Celtics,6.0,25.7,49.0,33.0,52.0,30.0,4.44,-0.54,3.9,112.2,107.8,4.4,99.6,0.215,0.381,0.567,0.534,11.5,21.6,0.173,1.0,0.514,13.4,77.0,0.198,0.0,TD Garden,"763,584","18,624",Conference Semifinals,1.0000000000000004,1.0,1.1100000000000003,1.5,2.299999999999997,1.2999999999999972,-1.3000000000000007,0.005999999999999894
Oklahoma City Thunder,2019,10,25.7,49,33,50,32,3.4,0.15,3.56,110.3,107.0,3.3,102.8,0.266,0.347,0.545,0.514,11.7,26.0,0.19,1.0,0.523,14.4,78.2,0.206,0,Chesapeake Energy Arena,"746,323","18,203",Portland Trail Blazers,Conference First Round,Portland Trail Blazers,7.0,26.2,53.0,29.0,51.0,31.0,4.2,0.24,4.43,114.7,110.5,4.2,99.1,0.258,0.339,0.568,0.528,12.1,26.6,0.21,1.0,0.516,11.0,77.9,0.195,1.0,Moda Center,"799,345","19,496",Conference Finals,0.9000000000000004,4.0,0.8000000000000003,-3.700000000000003,4.400000000000006,3.5,0.5,0.02299999999999991
Philadelphia 76ers,2019,11,26.4,51,31,48,34,2.7,-0.44,2.25,112.6,110.0,2.6,101.6,0.312,0.342,0.574,0.532,12.9,24.5,0.241,1.0,0.512,11.1,78.6,0.206,0,Wells Fargo Center,"838,342","20,447",Toronto Raptors,Conference Semifinals,Toronto Raptors,3.0,27.3,58.0,24.0,56.0,26.0,6.09,-0.6,5.49,113.1,107.1,6.0,100.2,0.247,0.379,0.579,0.543,12.4,21.9,0.198,1.0,0.509,13.1,77.1,0.19,1.0,Scotiabank Arena,"812,822","19,825",NBA Champion,3.4,7.0,3.3899999999999997,-1.3999999999999915,0.5,-2.9000000000000057,0.9000000000000021,0.0050000000000000044
San Antonio Spurs,2019,12,28.8,48,34,45,37,1.68,0.12,1.8,112.9,111.2,1.7,98.3,0.237,0.286,0.572,0.534,11.0,21.0,0.194,1.0,0.528,11.0,79.4,0.17,0,AT&T Center,"750,616","18,308",Denver Nuggets,Conference First Round,Denver Nuggets,8.0,24.9,54.0,28.0,51.0,31.0,3.95,0.24,4.19,113.0,108.9,4.1,97.7,0.232,0.348,0.558,0.527,11.9,26.6,0.175,1.0,0.521,12.3,78.0,0.194,0.0,Pepsi Center,"756,457","18,450",Conference Semifinals,2.3999999999999995,6.0,2.2700000000000005,-0.5999999999999943,0.09999999999999432,-2.299999999999997,-3.900000000000002,-0.013999999999999901
Los Angeles Clippers,2019,13,27.2,48,34,43,39,0.85,0.23,1.09,112.4,111.5,0.9,101.7,0.326,0.295,0.575,0.529,12.7,22.0,0.258,1.0,0.514,11.4,76.0,0.224,0,STAPLES Center,"710,327","17,325",Golden State Warriors,Conference First Round,Golden State Warriors,2.0,28.4,57.0,25.0,56.0,26.0,6.46,-0.04,6.42,115.9,109.5,6.4,100.9,0.227,0.384,0.596,0.565,12.6,22.5,0.182,1.0,0.508,11.7,77.1,0.205,1.0,Oracle Arena,"803,436","19,596",Finals,5.5,9.0,5.61,-0.7999999999999972,3.5,-2.0,1.1999999999999993,0.02100000000000002
Orlando Magic,2019,14,25.7,42,40,43,39,0.71,-0.43,0.28,108.9,108.1,0.8,98.1,0.216,0.36,0.55,0.518,11.9,22.0,0.168,1.0,0.515,11.8,79.7,0.186,0,Amway Center,"720,024","17,431",Toronto Raptors,Conference First Round,Toronto Raptors,3.0,27.3,58.0,24.0,56.0,26.0,6.09,-0.6,5.49,113.1,107.1,6.0,100.2,0.247,0.379,0.579,0.543,12.4,21.9,0.198,1.0,0.509,13.1,77.1,0.19,1.0,Scotiabank Arena,"812,822","19,825",NBA Champion,5.2,16.0,5.38,2.1000000000000085,4.199999999999989,-1.0,1.6000000000000014,0.028999999999999915
Brooklyn Nets,2019,15,25.4,42,40,41,41,-0.07,-0.33,-0.4,109.6,109.7,-0.1,100.8,0.284,0.403,0.556,0.52,13.0,23.8,0.211,1.0,0.512,11.6,76.4,0.19,0,Barclays Center,"612,597","14,941",Philadelphia 76ers,Conference First Round,Philadelphia 76ers,11.0,26.4,51.0,31.0,48.0,34.0,2.7,-0.44,2.25,112.6,110.0,2.6,101.6,0.312,0.342,0.574,0.532,12.9,24.5,0.241,1.0,0.512,11.1,78.6,0.206,0.0,Wells Fargo Center,"838,342","20,447",Conference Semifinals,2.7,9.0,2.77,0.7999999999999972,3.0,0.29999999999999716,1.0,0.017999999999999905
Detroit Pistons,2019,16,26.9,41,41,40,42,-0.24,-0.31,-0.56,109.0,109.2,-0.2,97.4,0.262,0.394,0.544,0.509,12.3,24.8,0.195,1.0,0.526,12.8,78.7,0.211,0,Little Caesars Arena,"675,963","16,487",Milwaukee Bucks,Conference First Round,Milwaukee Bucks,1.0,26.9,60.0,22.0,61.0,21.0,8.87,-0.82,8.04,113.8,105.2,8.6,103.3,0.255,0.419,0.583,0.55,12.0,20.8,0.197,1.0,0.503,11.5,80.3,0.162,1.0,Fiserv Forum,"721,692","17,602",Conference Finals,8.799999999999999,19.0,9.11,5.8999999999999915,4.799999999999997,-4.0,0.0,0.038999999999999924
Miami Heat,2019,17,27.0,39,43,40,42,-0.23,-0.22,-0.45,107.3,107.6,-0.3,98.2,0.247,0.368,0.542,0.515,13.1,24.8,0.172,,0.51,12.7,77.6,0.201,0,AmericanAirlines Arena,"805,264","19,641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento Kings,2019,18,24.8,39,43,38,44,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,0.244,0.321,0.554,0.524,11.5,23.1,0.177,,0.533,13.6,75.5,0.207,0,Golden 1 Center,"700,975","17,097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Hornets,2019,19,26.6,39,43,38,44,-1.1,-0.22,-1.32,111.4,112.5,-1.1,98.7,0.257,0.378,0.554,0.514,10.9,21.7,0.205,,0.538,12.1,77.1,0.179,0,Spectrum Center,"676,570","16,502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
